,weight,height,label,predict,
1611,0.8,0.905,normal,normal,
1612,0.47,0.9,thin,thin,
1613,0.73,0.965,normal,normal,
1614,0.63,0.99,thin,thin,
1615,0.72,0.63,fat,fat,
1616,0.51,0.845,thin,thin,
1617,0.65,0.78,fat,fat,
1618,0.51,0.82,normal,normal,
1619,0.51,0.84,thin,thin,
1620,0.65,0.67,fat,fat,
1621,0.59,0.705,fat,fat,
1622,0.77,0.79,fat,fat,
1623,0.41,0.7,normal,normal,
1624,0.74,0.845,fat,fat,
1625,0.44,0.925,thin,thin,
1626,0.56,0.605,fat,fat,
1627,0.74,0.6,fat,fat,
1628,0.35,0.8,thin,thin,
1629,0.76,0.955,normal,normal,
1630,0.73,0.87,normal,normal,
1631,0.75,0.9,normal,normal,
1632,0.38,0.725,thin,thin,
1633,0.69,1,thin,thin,
1634,0.39,0.8,thin,thin,
1635,0.42,0.98,thin,thin,
1636,0.66,0.62,fat,fat,
1637,0.55,0.79,normal,normal,
1638,0.76,0.625,fat,fat,
1639,0.71,0.88,normal,normal,
1640,0.5,0.885,thin,thin,
1641,0.47,0.815,thin,thin,
1642,0.6,0.785,normal,normal,
1643,0.48,0.805,normal,thin,
1644,0.74,0.83,fat,fat,
1645,0.74,0.66,fat,fat,
1646,0.49,0.63,fat,fat,
1647,0.45,0.6,fat,fat,
1648,0.35,0.695,thin,normal,
1649,0.52,0.79,normal,normal,
1650,0.46,0.98,thin,thin,
1651,0.36,0.755,thin,thin,
1652,0.36,0.605,normal,normal,
1653,0.51,0.935,thin,thin,
1654,0.41,0.82,thin,thin,
1655,0.55,0.72,fat,fat,
1656,0.66,0.69,fat,fat,
1657,0.46,0.6,fat,fat,
1658,0.48,0.935,thin,thin,
1659,0.56,0.865,normal,normal,
1660,0.55,0.835,normal,normal,
1661,0.55,0.975,thin,thin,
1662,0.65,0.725,fat,fat,
1663,0.39,0.645,normal,normal,
1664,0.58,0.65,fat,fat,
1665,0.8,0.655,fat,fat,
1666,0.64,0.86,normal,normal,
1667,0.42,0.705,normal,normal,
1668,0.68,0.82,fat,fat,
1669,0.63,0.825,normal,normal,
1670,0.49,0.795,normal,normal,
1671,0.45,0.845,thin,thin,
1672,0.39,0.67,normal,normal,
1673,0.61,0.935,thin,thin,
1674,0.77,0.96,normal,normal,
1675,0.45,0.9,thin,thin,
1676,0.52,0.795,normal,normal,
1677,0.65,0.905,normal,normal,
1678,0.37,0.67,normal,normal,
1679,0.67,0.84,normal,normal,
1680,0.72,0.94,normal,normal,
1681,0.43,0.715,normal,normal,
1682,0.51,0.975,thin,thin,
1683,0.57,0.99,thin,thin,
1684,0.79,0.94,normal,normal,
1685,0.67,0.82,normal,normal,
1686,0.76,0.885,normal,normal,
1687,0.48,0.785,normal,normal,
1688,0.45,0.97,thin,thin,
1689,0.53,0.91,thin,thin,
1690,0.66,0.84,normal,normal,
1691,0.78,0.68,fat,fat,
1692,0.47,0.975,thin,thin,
1693,0.68,0.695,fat,fat,
1694,0.43,0.7,normal,normal,
1695,0.73,0.93,normal,normal,
1696,0.39,0.615,fat,fat,
1697,0.79,0.955,normal,normal,
1698,0.74,0.87,normal,normal,
1699,0.43,0.755,normal,normal,
1700,0.62,0.74,fat,fat,
1701,0.39,0.785,thin,thin,
1702,0.6,0.7,fat,fat,
1703,0.68,0.725,fat,fat,
1704,0.49,0.99,thin,thin,
1705,0.49,0.71,normal,normal,
1706,0.64,0.605,fat,fat,
1707,0.69,0.845,normal,normal,
1708,0.43,0.685,normal,normal,
1709,0.4,0.805,thin,thin,
1710,0.76,0.93,normal,normal,
1711,0.66,0.99,thin,thin,
1712,0.71,0.655,fat,fat,
1713,0.59,0.755,fat,fat,
1714,0.51,0.75,normal,normal,
1715,0.64,0.725,fat,fat,
1716,0.52,0.655,fat,fat,
1717,0.59,0.775,normal,normal,
1718,0.57,0.79,normal,normal,
1719,0.66,0.735,fat,fat,
1720,0.42,0.84,thin,thin,
1721,0.36,0.715,thin,thin,
1722,0.4,0.865,thin,thin,
1723,0.51,0.835,thin,thin,
1724,0.74,0.62,fat,fat,
1725,0.64,0.825,normal,normal,
1726,0.37,0.94,thin,thin,
1727,0.78,0.87,fat,fat,
1728,0.42,1,thin,thin,
1729,0.36,0.855,thin,thin,
1730,0.48,0.63,fat,fat,
1731,0.75,0.81,fat,fat,
1732,0.63,0.86,normal,normal,
1733,0.69,0.795,fat,fat,
1734,0.47,0.665,fat,fat,
1735,0.35,0.785,thin,thin,
1736,0.62,0.95,thin,thin,
1737,0.62,0.745,fat,fat,
1738,0.54,0.695,fat,fat,
1739,0.63,0.625,fat,fat,
1740,0.51,0.975,thin,thin,
1741,0.5,0.76,normal,normal,
1742,0.48,0.825,thin,thin,
1743,0.72,0.78,fat,fat,
1744,0.67,0.74,fat,fat,
1745,0.53,0.855,thin,thin,
1746,0.48,0.815,thin,thin,
1747,0.77,0.78,fat,fat,
1748,0.51,0.75,normal,normal,
1749,0.62,0.69,fat,fat,
1750,0.8,0.85,fat,fat,
1751,0.69,0.715,fat,fat,
1752,0.59,0.68,fat,fat,
1753,0.68,0.995,thin,thin,
1754,0.45,0.68,normal,normal,
1755,0.57,0.95,thin,thin,
1756,0.52,0.74,normal,normal,
1757,0.38,0.94,thin,thin,
1758,0.73,0.83,fat,fat,
1759,0.43,0.825,thin,thin,
1760,0.49,0.91,thin,thin,
1761,0.66,0.705,fat,fat,
1762,0.65,0.975,thin,thin,
1763,0.42,0.8,thin,thin,
1764,0.64,0.715,fat,fat,
1765,0.44,0.69,normal,normal,
1766,0.78,0.66,fat,fat,
1767,0.48,0.94,thin,thin,
1768,0.44,0.76,normal,normal,
1769,0.58,1,thin,thin,
1770,0.54,0.985,thin,thin,
1771,0.69,0.615,fat,fat,
1772,0.52,0.97,thin,thin,
1773,0.36,0.93,thin,thin,
1774,0.53,0.87,thin,thin,
1775,0.73,0.79,fat,fat,
1776,0.79,0.93,normal,normal,
1777,0.62,0.705,fat,fat,
1778,0.74,0.89,normal,normal,
1779,0.55,0.8,normal,normal,
1780,0.52,0.745,normal,normal,
1781,0.78,0.935,normal,normal,
1782,0.62,0.855,normal,normal,
1783,0.55,0.96,thin,thin,
1784,0.43,0.99,thin,thin,
1785,0.49,0.955,thin,thin,
1786,0.44,0.84,thin,thin,
1787,0.4,0.72,normal,normal,
1788,0.53,0.94,thin,thin,
1789,0.76,0.73,fat,fat,
1790,0.62,0.965,thin,thin,
1791,0.77,0.835,fat,fat,
1792,0.79,0.9,normal,normal,
1793,0.73,0.77,fat,fat,
1794,0.6,0.94,thin,thin,
1795,0.57,0.685,fat,fat,
1796,0.76,0.98,normal,normal,
1797,0.44,0.69,normal,normal,
1798,0.43,0.665,normal,normal,
1799,0.44,0.755,normal,normal,
1800,0.8,0.87,fat,fat,
1801,0.48,0.775,normal,normal,
1802,0.61,0.605,fat,fat,
1803,0.5,0.995,thin,thin,
1804,0.59,0.625,fat,fat,
1805,0.36,0.685,normal,normal,
1806,0.51,0.91,thin,thin,
1807,0.71,0.76,fat,fat,
1808,0.71,0.95,normal,normal,
1809,0.69,0.985,thin,thin,
1810,0.71,0.73,fat,fat,
1811,0.54,0.62,fat,fat,
1812,0.77,0.825,fat,fat,
1813,0.71,0.725,fat,fat,
1814,0.61,0.995,thin,thin,
1815,0.72,0.785,fat,fat,
1816,0.76,0.65,fat,fat,
1817,0.44,0.745,normal,normal,
1818,0.54,0.615,fat,fat,
1819,0.4,0.645,normal,normal,
1820,0.41,0.705,normal,normal,
1821,0.54,0.685,fat,fat,
1822,0.64,0.945,thin,thin,
1823,0.69,0.605,fat,fat,
1824,0.41,0.985,thin,thin,
1825,0.7,0.975,thin,normal,
1826,0.67,0.845,normal,normal,
1827,0.65,0.86,normal,normal,
1828,0.72,0.935,normal,normal,
1829,0.37,0.7,normal,normal,
1830,0.39,0.89,thin,thin,
1831,0.71,0.725,fat,fat,
1832,0.35,0.87,thin,thin,
1833,0.46,0.61,fat,fat,
1834,0.48,0.89,thin,thin,
1835,0.45,0.92,thin,thin,
1836,0.64,0.79,fat,fat,
1837,0.58,0.925,thin,thin,
1838,0.59,0.725,fat,fat,
1839,0.48,0.745,normal,normal,
1840,0.42,0.9,thin,thin,
1841,0.7,0.81,fat,fat,
1842,0.53,0.615,fat,fat,
1843,0.53,0.715,fat,fat,
1844,0.56,0.695,fat,fat,
1845,0.49,0.745,normal,normal,
1846,0.75,0.61,fat,fat,
1847,0.38,0.695,normal,normal,
1848,0.72,0.94,normal,normal,
1849,0.61,0.635,fat,fat,
1850,0.53,0.605,fat,fat,
1851,0.8,0.6,fat,fat,
1852,0.44,0.78,thin,thin,
1853,0.4,0.83,thin,thin,
1854,0.63,0.825,normal,normal,
1855,0.49,0.935,thin,thin,
1856,0.48,0.75,normal,normal,
1857,0.79,0.74,fat,fat,
1858,0.58,0.7,fat,fat,
1859,0.72,0.855,normal,normal,
1860,0.5,0.935,thin,thin,
1861,0.77,0.92,normal,normal,
1862,0.35,0.98,thin,thin,
1863,0.74,1,normal,normal,
1864,0.67,0.86,normal,normal,
1865,0.58,0.935,thin,thin,
1866,0.58,0.93,thin,thin,
1867,0.47,0.92,thin,thin,
1868,0.57,0.76,normal,normal,
1869,0.78,0.63,fat,fat,
1870,0.41,0.72,normal,normal,
1871,0.62,0.97,thin,thin,
1872,0.8,0.785,fat,fat,
1873,0.6,0.62,fat,fat,
1874,0.37,0.605,fat,fat,
1875,0.41,0.77,thin,thin,
1876,0.79,0.98,normal,normal,
1877,0.74,0.6,fat,fat,
1878,0.41,0.655,normal,normal,
1879,0.42,0.815,thin,thin,
1880,0.57,0.95,thin,thin,
1881,0.7,0.875,normal,normal,
1882,0.69,0.905,normal,normal,
1883,0.8,0.665,fat,fat,
1884,0.51,0.83,normal,thin,
1885,0.36,1,thin,thin,
1886,0.56,0.99,thin,thin,
1887,0.5,0.93,thin,thin,
1888,0.44,0.685,normal,normal,
1889,0.59,0.86,normal,normal,
1890,0.57,0.635,fat,fat,
1891,0.42,0.775,thin,thin,
1892,0.73,0.98,normal,normal,
1893,0.38,0.98,thin,thin,
1894,0.55,0.775,normal,normal,
1895,0.61,0.75,fat,fat,
1896,0.75,0.795,fat,fat,
1897,0.37,0.82,thin,thin,
1898,0.47,0.865,thin,thin,
1899,0.47,0.745,normal,normal,
1900,0.74,0.845,fat,fat,
1901,0.67,0.87,normal,normal,
1902,0.54,0.94,thin,thin,
1903,0.75,0.865,fat,normal,
1904,0.4,0.63,fat,fat,
1905,0.67,0.65,fat,fat,
1906,0.45,0.865,thin,thin,
1907,0.8,0.955,normal,normal,
1908,0.55,0.69,fat,fat,
1909,0.79,0.96,normal,normal,
1910,0.59,0.65,fat,fat,
1911,0.36,0.815,thin,thin,
1912,0.59,0.93,thin,thin,
1913,0.65,0.655,fat,fat,
1914,0.59,0.64,fat,fat,
1915,0.47,0.885,thin,thin,
1916,0.64,0.92,normal,normal,
1917,0.53,0.975,thin,thin,
1918,0.45,0.66,fat,fat,
1919,0.68,0.695,fat,fat,
1920,0.76,0.855,fat,fat,
1921,0.62,0.815,normal,normal,
1922,0.49,0.67,fat,fat,
1923,0.72,0.67,fat,fat,
1924,0.76,0.755,fat,fat,
1925,0.75,0.9,normal,normal,
1926,0.71,0.88,normal,normal,
1927,0.44,0.97,thin,thin,
1928,0.65,0.85,normal,normal,
1929,0.49,0.885,thin,thin,
1930,0.73,0.735,fat,fat,
1931,0.66,0.86,normal,normal,
1932,0.68,0.945,normal,normal,
1933,0.8,0.73,fat,fat,
1934,0.69,0.865,normal,normal,
1935,0.57,0.75,fat,fat,
1936,0.6,0.69,fat,fat,
1937,0.7,0.84,normal,normal,
1938,0.69,0.675,fat,fat,
1939,0.39,0.76,thin,thin,
1940,0.66,0.64,fat,fat,
1941,0.43,0.98,thin,thin,
1942,0.35,0.88,thin,thin,
1943,0.4,0.815,thin,thin,
1944,0.64,0.955,thin,thin,
1945,0.66,0.62,fat,fat,
1946,0.45,0.6,fat,fat,
1947,0.62,0.84,normal,normal,
1948,0.78,0.77,fat,fat,
1949,0.73,0.715,fat,fat,
1950,0.55,0.625,fat,fat,
1951,0.74,0.81,fat,fat,
1952,0.77,0.92,normal,normal,
1953,0.67,0.615,fat,fat,
1954,0.6,0.715,fat,fat,
1955,0.43,0.615,fat,fat,
1956,0.45,0.9,thin,thin,
1957,0.43,0.84,thin,thin,
1958,0.41,0.66,normal,normal,
1959,0.61,0.955,thin,thin,
1960,0.73,0.89,normal,normal,
1961,0.53,0.635,fat,fat,
1962,0.39,0.79,thin,thin,
1963,0.41,0.915,thin,thin,
1964,0.55,0.845,normal,normal,
1965,0.4,0.88,thin,thin,
1966,0.48,0.66,fat,fat,
1967,0.35,0.92,thin,thin,
1968,0.75,0.715,fat,fat,
1969,0.45,0.685,normal,normal,
1970,0.73,0.85,fat,fat,
1971,0.42,0.65,normal,normal,
1972,0.71,0.615,fat,fat,
1973,0.65,0.655,fat,fat,
1974,0.67,0.615,fat,fat,
1975,0.66,0.615,fat,fat,
1976,0.61,0.97,thin,thin,
1977,0.43,0.67,normal,normal,
1978,0.72,0.805,fat,fat,
1979,0.62,0.83,normal,normal,
1980,0.65,0.655,fat,fat,
1981,0.42,0.715,normal,normal,
1982,0.66,0.985,thin,thin,
1983,0.46,0.77,normal,normal,
1984,0.52,0.605,fat,fat,
1985,0.6,0.68,fat,fat,
1986,0.5,0.88,thin,thin,
1987,0.49,0.97,thin,thin,
1988,0.67,0.76,fat,fat,
1989,0.67,0.745,fat,fat,
1990,0.57,0.905,thin,thin,
1991,0.67,0.7,fat,fat,
1992,0.53,0.785,normal,normal,
1993,0.48,0.62,fat,fat,
1994,0.7,0.925,normal,normal,
1995,0.64,0.9,normal,normal,
1996,0.64,0.915,normal,normal,
1997,0.55,0.975,thin,thin,
1998,0.64,0.705,fat,fat,
1999,0.57,0.695,fat,fat,
2000,0.55,0.96,thin,thin,
2001,0.54,0.655,fat,fat,
2002,0.36,0.675,normal,normal,
2003,0.65,0.72,fat,fat,
2004,0.74,0.86,fat,normal,
2005,0.38,0.955,thin,thin,
2006,0.76,0.805,fat,fat,
2007,0.74,0.96,normal,normal,
2008,0.6,0.615,fat,fat,
2009,0.52,0.715,fat,fat,
2010,0.75,0.77,fat,fat,
2011,0.64,0.715,fat,fat,
2012,0.6,0.735,fat,fat,
2013,0.4,0.88,thin,thin,
2014,0.73,0.925,normal,normal,
2015,0.49,0.91,thin,thin,
2016,0.5,0.965,thin,thin,
2017,0.65,0.69,fat,fat,
2018,0.74,0.73,fat,fat,
2019,0.47,0.825,thin,thin,
2020,0.64,0.925,normal,normal,
2021,0.5,0.71,normal,normal,
2022,0.43,0.965,thin,thin,
2023,0.49,0.6,fat,fat,
2024,0.4,0.645,normal,normal,
2025,0.76,0.755,fat,fat,
2026,0.45,0.87,thin,thin,
2027,0.35,0.765,thin,thin,
2028,0.62,0.885,normal,normal,
2029,0.59,0.755,fat,fat,
2030,0.4,0.99,thin,thin,
2031,0.57,0.635,fat,fat,
2032,0.69,1,thin,thin,
2033,0.4,0.935,thin,thin,
2034,0.59,0.67,fat,fat,
2035,0.37,0.945,thin,thin,
2036,0.78,0.645,fat,fat,
2037,0.49,0.69,fat,fat,
2038,0.6,0.77,fat,fat,
2039,0.73,0.61,fat,fat,
2040,0.6,0.815,normal,normal,
2041,0.35,0.76,thin,thin,
2042,0.78,0.91,normal,normal,
2043,0.58,0.75,fat,fat,
2044,0.48,0.875,thin,thin,
2045,0.79,0.945,normal,normal,
2046,0.47,0.78,normal,normal,
2047,0.77,0.87,fat,fat,
2048,0.36,0.695,normal,normal,
2049,0.77,0.605,fat,fat,
2050,0.79,0.67,fat,fat,
2051,0.76,0.645,fat,fat,
2052,0.61,0.98,thin,thin,
2053,0.78,0.815,fat,fat,
2054,0.65,0.69,fat,fat,
2055,0.68,0.785,fat,fat,
2056,0.5,0.675,fat,fat,
2057,0.67,1,thin,thin,
2058,0.49,0.635,fat,fat,
2059,0.69,0.705,fat,fat,
2060,0.59,0.945,thin,thin,
2061,0.37,0.655,normal,normal,
2062,0.79,0.895,normal,normal,
2063,0.58,0.95,thin,thin,
2064,0.67,0.735,fat,fat,
2065,0.48,0.85,thin,thin,
2066,0.68,0.905,normal,normal,
2067,0.5,0.66,fat,fat,
2068,0.75,0.86,fat,fat,
2069,0.62,0.94,thin,thin,
2070,0.45,0.675,normal,normal,
2071,0.41,0.75,thin,thin,
2072,0.39,0.665,normal,normal,
2073,0.37,0.995,thin,thin,
2074,0.52,0.7,fat,fat,
2075,0.71,0.74,fat,fat,
2076,0.67,0.975,thin,thin,
2077,0.36,0.64,normal,normal,
2078,0.48,0.82,thin,thin,
2079,0.67,0.605,fat,fat,
2080,0.38,0.8,thin,thin,
2081,0.64,0.805,normal,normal,
2082,0.4,0.955,thin,thin,
2083,0.56,0.66,fat,fat,
2084,0.62,0.635,fat,fat,
2085,0.43,0.915,thin,thin,
2086,0.57,0.995,thin,thin,
2087,0.74,0.85,fat,fat,
2088,0.75,0.815,fat,fat,
2089,0.59,0.98,thin,thin,
2090,0.76,0.965,normal,normal,
2091,0.4,0.6,fat,fat,
2092,0.59,0.68,fat,fat,
2093,0.65,0.905,normal,normal,
2094,0.48,0.855,thin,thin,
2095,0.7,0.655,fat,fat,
2096,0.54,0.72,fat,fat,
2097,0.46,0.64,fat,fat,
2098,0.59,0.945,thin,thin,
2099,0.62,0.815,normal,normal,
2100,0.61,0.725,fat,fat,
2101,0.72,0.615,fat,fat,
2102,0.65,0.72,fat,fat,
2103,0.71,0.605,fat,fat,
2104,0.57,0.935,thin,thin,
2105,0.8,0.615,fat,fat,
2106,0.49,0.69,fat,fat,
2107,0.63,0.895,normal,normal,
2108,0.74,0.735,fat,fat,
2109,0.79,0.775,fat,fat,
2110,0.71,0.645,fat,fat,
2111,0.45,0.7,normal,normal,
2112,0.7,0.9,normal,normal,
2113,0.54,0.89,thin,thin,
2114,0.79,0.86,fat,fat,
2115,0.66,0.87,normal,normal,
2116,0.45,0.765,normal,normal,
2117,0.4,0.795,thin,thin,
2118,0.39,0.995,thin,thin,
2119,0.61,0.84,normal,normal,
2120,0.45,0.765,normal,normal,
2121,0.8,0.73,fat,fat,
2122,0.76,0.905,normal,normal,
2123,0.47,0.62,fat,fat,
2124,0.48,0.935,thin,thin,
2125,0.48,0.875,thin,thin,
2126,0.48,0.645,fat,fat,
2127,0.35,0.875,thin,thin,
2128,0.69,0.715,fat,fat,
2129,0.76,0.66,fat,fat,
2130,0.42,0.97,thin,thin,
2131,0.72,0.94,normal,normal,
2132,0.7,0.77,fat,fat,
2133,0.55,0.91,thin,thin,
2134,0.46,0.975,thin,thin,
2135,0.45,0.865,thin,thin,
2136,0.55,0.6,fat,fat,
2137,0.37,0.89,thin,thin,
2138,0.79,0.82,fat,fat,
2139,0.51,0.91,thin,thin,
2140,0.38,0.655,normal,normal,
2141,0.49,0.68,fat,fat,
2142,0.36,0.68,normal,normal,
2143,0.8,0.81,fat,fat,
2144,0.59,0.855,normal,normal,
2145,0.52,0.735,normal,normal,
2146,0.41,0.76,thin,thin,
2147,0.71,0.655,fat,fat,
2148,0.43,0.66,normal,normal,
2149,0.73,0.89,normal,normal,
2150,0.51,0.63,fat,fat,
2151,0.39,0.9,thin,thin,
2152,0.67,0.785,fat,fat,
2153,0.37,0.885,thin,thin,
2154,0.49,0.88,thin,thin,
2155,0.74,0.665,fat,fat,
2156,0.67,0.99,thin,thin,
2157,0.77,0.755,fat,fat,
2158,0.69,0.94,normal,normal,
2159,0.68,0.805,fat,fat,
2160,0.54,0.87,thin,thin,
2161,0.7,0.945,normal,normal,
2162,0.54,0.96,thin,thin,
2163,0.42,0.92,thin,thin,
2164,0.52,0.7,fat,fat,
2165,0.71,0.695,fat,fat,
2166,0.71,0.89,normal,normal,
2167,0.53,0.785,normal,normal,
2168,0.7,0.62,fat,fat,
2169,0.43,0.815,thin,thin,
2170,0.39,0.975,thin,thin,
2171,0.76,0.8,fat,fat,
2172,0.37,0.675,normal,normal,
2173,0.65,0.8,fat,fat,
2174,0.38,0.71,normal,normal,
2175,0.57,0.95,thin,thin,
2176,0.43,0.665,normal,normal,
2177,0.57,0.8,normal,normal,
2178,0.72,0.905,normal,normal,
2179,0.54,0.605,fat,fat,
2180,0.58,0.635,fat,fat,
2181,0.7,0.67,fat,fat,
2182,0.55,0.825,normal,normal,
2183,0.75,0.83,fat,fat,
2184,0.73,0.69,fat,fat,
2185,0.72,0.81,fat,fat,
2186,0.44,0.85,thin,thin,
2187,0.63,0.985,thin,thin,
2188,0.79,0.88,fat,fat,
2189,0.44,0.75,normal,normal,
2190,0.42,0.95,thin,thin,
2191,0.44,0.835,thin,thin,
2192,0.5,0.74,normal,normal,
2193,0.45,0.79,thin,thin,
2194,0.38,0.915,thin,thin,
2195,0.5,0.68,fat,fat,
2196,0.38,0.615,fat,fat,
2197,0.57,0.605,fat,fat,
2198,0.56,0.775,normal,normal,
2199,0.45,0.675,normal,normal,
2200,0.45,0.675,normal,normal,
2201,0.62,0.915,normal,normal,
2202,0.78,0.755,fat,fat,
2203,0.72,0.835,fat,fat,
2204,0.79,0.77,fat,fat,
2205,0.74,0.99,normal,normal,
2206,0.64,0.825,normal,normal,
2207,0.64,0.94,thin,thin,
2208,0.78,0.715,fat,fat,
2209,0.78,0.705,fat,fat,
2210,0.51,0.6,fat,fat,
2211,0.74,0.71,fat,fat,
2212,0.78,0.915,normal,normal,
2213,0.71,0.98,thin,normal,
2214,0.35,0.625,normal,normal,
2215,0.62,0.675,fat,fat,
2216,0.7,0.86,normal,normal,
2217,0.8,0.96,normal,normal,
2218,0.44,0.65,fat,fat,
2219,0.53,0.96,thin,thin,
2220,0.52,0.79,normal,normal,
2221,0.61,0.715,fat,fat,
2222,0.52,0.995,thin,thin,
2223,0.4,0.97,thin,thin,
2224,0.5,0.94,thin,thin,
2225,0.75,0.96,normal,normal,
2226,0.8,0.76,fat,fat,
2227,0.43,0.89,thin,thin,
2228,0.8,0.87,fat,fat,
2229,0.37,0.87,thin,thin,
2230,0.45,0.92,thin,thin,
2231,0.48,0.99,thin,thin,
2232,0.75,0.99,normal,normal,
2233,0.37,0.87,thin,thin,
2234,0.72,0.775,fat,fat,
2235,0.74,0.725,fat,fat,
2236,0.64,0.74,fat,fat,
2237,0.78,0.835,fat,fat,
2238,0.46,0.815,thin,thin,
2239,0.67,0.61,fat,fat,
2240,0.8,0.685,fat,fat,
2241,0.8,0.8,fat,fat,
2242,0.62,0.63,fat,fat,
2243,0.69,0.815,fat,fat,
2244,0.57,0.925,thin,thin,
2245,0.69,0.88,normal,normal,
2246,0.46,0.695,normal,normal,
2247,0.71,0.95,normal,normal,
2248,0.74,0.955,normal,normal,
2249,0.79,0.98,normal,normal,
2250,0.37,0.82,thin,thin,
2251,0.56,0.745,fat,fat,
2252,0.46,0.665,fat,fat,
2253,0.68,0.76,fat,fat,
2254,0.56,0.8,normal,normal,
2255,0.49,0.855,thin,thin,
2256,0.58,0.825,normal,normal,
2257,0.39,0.97,thin,thin,
2258,0.67,0.86,normal,normal,
2259,0.46,0.87,thin,thin,
2260,0.71,0.965,normal,normal,
2261,0.6,0.895,normal,normal,
2262,0.77,0.77,fat,fat,
2263,0.74,0.645,fat,fat,
2264,0.65,0.99,thin,thin,
2265,0.64,0.605,fat,fat,
2266,0.36,0.61,normal,normal,
2267,0.54,0.79,normal,normal,
2268,0.4,0.64,normal,normal,
2269,0.68,0.615,fat,fat,
2270,0.73,0.765,fat,fat,
2271,0.62,0.71,fat,fat,
2272,0.54,0.99,thin,thin,
2273,0.35,0.875,thin,thin,
2274,0.75,0.6,fat,fat,
2275,0.69,0.75,fat,fat,
2276,0.49,0.995,thin,thin,
2277,0.53,0.98,thin,thin,
2278,0.71,0.675,fat,fat,
2279,0.39,1,thin,thin,
2280,0.73,0.6,fat,fat,
2281,0.65,0.895,normal,normal,
2282,0.39,0.735,thin,thin,
2283,0.47,0.745,normal,normal,
2284,0.59,0.765,fat,fat,
2285,0.71,0.76,fat,fat,
2286,0.53,0.89,thin,thin,
2287,0.4,1,thin,thin,
2288,0.66,0.93,normal,normal,
2289,0.73,0.675,fat,fat,
2290,0.73,0.955,normal,normal,
2291,0.54,0.66,fat,fat,
2292,0.64,0.745,fat,fat,
2293,0.53,0.775,normal,normal,
2294,0.72,0.955,normal,normal,
2295,0.67,0.785,fat,fat,
2296,0.61,0.98,thin,thin,
2297,0.76,0.91,normal,normal,
2298,0.58,0.88,normal,normal,
2299,0.46,0.91,thin,thin,
2300,0.4,0.66,normal,normal,
2301,0.37,0.8,thin,thin,
2302,0.78,0.655,fat,fat,
2303,0.35,0.85,thin,thin,
2304,0.52,0.785,normal,normal,
2305,0.58,0.81,normal,normal,
2306,0.49,0.605,fat,fat,
2307,0.76,0.655,fat,fat,
2308,0.61,0.89,normal,normal,
2309,0.73,0.615,fat,fat,
2310,0.42,0.605,fat,fat,
2311,0.6,0.885,normal,normal,
2312,0.68,0.735,fat,fat,
2313,0.66,0.77,fat,fat,
2314,0.62,0.93,thin,thin,
2315,0.77,0.72,fat,fat,
2316,0.51,0.68,fat,fat,
2317,0.51,0.695,fat,fat,
2318,0.72,0.9,normal,normal,
2319,0.52,0.665,fat,fat,
2320,0.45,0.645,fat,fat,
2321,0.63,0.84,normal,normal,
2322,0.51,0.75,normal,normal,
2323,0.63,0.925,thin,normal,
2324,0.62,0.635,fat,fat,
2325,0.76,0.935,normal,normal,
2326,0.78,0.88,fat,fat,
2327,0.48,0.975,thin,thin,
2328,0.69,0.93,normal,normal,
2329,0.58,0.615,fat,fat,
2330,0.59,0.625,fat,fat,
2331,0.35,0.975,thin,thin,
2332,0.77,0.63,fat,fat,
2333,0.38,0.61,fat,fat,
2334,0.78,0.95,normal,normal,
2335,0.75,0.64,fat,fat,
2336,0.55,0.72,fat,fat,
2337,0.8,0.675,fat,fat,
2338,0.53,0.87,thin,thin,
2339,0.47,0.95,thin,thin,
2340,0.67,0.98,thin,thin,
2341,0.78,0.905,normal,normal,
2342,0.73,0.98,normal,normal,
2343,0.61,0.935,thin,thin,
2344,0.47,0.935,thin,thin,
2345,0.6,0.845,normal,normal,
2346,0.71,0.925,normal,normal,
2347,0.52,0.895,thin,thin,
2348,0.79,0.795,fat,fat,
2349,0.68,0.79,fat,fat,
2350,0.73,0.745,fat,fat,
2351,0.49,0.79,normal,normal,
2352,0.63,0.725,fat,fat,
2353,0.64,0.87,normal,normal,
2354,0.59,0.885,normal,normal,
2355,0.39,0.71,normal,normal,
2356,0.45,0.825,thin,thin,
2357,0.63,0.85,normal,normal,
2358,0.46,0.82,thin,thin,
2359,0.52,0.715,fat,fat,
2360,0.7,0.9,normal,normal,
2361,0.45,0.64,fat,fat,
2362,0.59,0.92,thin,thin,
2363,0.49,0.665,fat,fat,
2364,0.56,0.65,fat,fat,
2365,0.37,0.75,thin,thin,
2366,0.37,1,thin,thin,
2367,0.42,0.825,thin,thin,
2368,0.64,0.785,fat,fat,
2369,0.52,0.995,thin,thin,
2370,0.69,0.68,fat,fat,
2371,0.53,0.625,fat,fat,
2372,0.7,0.685,fat,fat,
2373,0.53,0.96,thin,thin,
2374,0.68,0.655,fat,fat,
2375,0.4,0.825,thin,thin,
2376,0.62,0.72,fat,fat,
2377,0.63,0.785,fat,fat,
2378,0.5,0.68,fat,fat,
2379,0.5,0.93,thin,thin,
2380,0.37,0.655,normal,normal,
2381,0.59,0.745,fat,fat,
2382,0.41,0.895,thin,thin,
2383,0.74,0.715,fat,fat,
2384,0.49,0.885,thin,thin,
2385,0.54,0.605,fat,fat,
2386,0.37,0.85,thin,thin,
2387,0.59,0.635,fat,fat,
2388,0.45,0.725,normal,normal,
